"age","job","marital","education","default","balance","housing","loan","contact","y","price"
32,"","single","secondary","no",310,"yes","no","unknown","no",74
42,"blue-collar","married","unknown","no",132,"yes","no","unknown","no",57
50,"technician","married","secondary","no",797,"yes","no","unknown","no",36
40,"services","married","secondary","no",71,"no","no","unknown","no",43
46,"management","divorced","unknown","no",2,"yes","no","unknown","no",40
37,"management","married","tertiary","",231,"yes","yes","unknown","no",87
34,"blue-collar","married","secondary","no",270,"yes","yes","unknown","no",37
44,"blue-collar","married","secondary","no",274,"yes","yes","unknown","no",44
40,"admin.","single","secondary","no",-109,"yes","yes","unknown","no",62
37,"technician","married","secondary","no",1,"yes","no","unknown","ye",49
33,"","single","secondary","yes",-60,"no","no","unknown","no",99
35,"blue-collar","married","secondary","no",89,"yes","no","unknown","no",32
58,"blue-collar","divorced","secondary","no",-11,"no","no","unknown","no",41
39,"blue-collar","married","primary","no",0,"yes","no","unknown","no",30
43,"blue-collar","married","secondary","no",-509,"yes","no","unknown","no",36
39,"unemployed","married","primary","no",408,"yes","no","unknown","no",64
36,"services","single","primary","no",58,"yes","no","unknown","no",88
57,"","single","secondary","no",1640,"no","yes","unknown","no",124
36,"admin.","single","secondary","no",20,"yes","no","unknown","no",41
50,"blue-collar","married","primary","no",71,"yes","no","unknown","no",30
55,"blue-collar","married","secondary","no",52,"yes","no","unknown","no",23
44,"self-employe","married","tertiary","no",292,"yes","no","unknown","no",42
40,"services","divorced","secondary","no",424,"yes","no","unknown","no",37
39,"housemaid","single","primary","no",109,"yes","no","unknown","no",49
46,"blue-collar","married","unknown","no",1044,"yes","no","unknown","no",58
39,"blue-collar","married","secondary","no",983,"yes","no","unknown","no",15
34,"admin.","married","secondary","no",869,"no","no","unknown","ye",64
40,"blue-collar","married","primary","no",668,"yes","no","unknown","no",45
50,"management","married","tertiary","no",964,"yes","no","unknown","no",38
31,"management","single","secondary","no",301,"yes","no","unknown","no",48
37,"admin.","single","secondary","no",140,"yes","no","unknown","no",26
39,"management","single","secondary","",1877,"yes","no","unknown","no",63
51,"blue-collar","married","primary","no",1127,"yes","no","unknown","no",65
41,"technician","married","secondary","no",871,"yes","no","unknown","no",28
41,"technician","married","secondary","no",767,"yes","yes","unknown","no",64
43,"blue-collar","married","secondary","no",0,"no","no","unknown","no",55
30,"services","single","secondary","no",139,"yes","no","unknown","no",42
54,"management","divorced","primary","no",0,"no","no","unknown","no",74
43,"blue-collar","divorced","secondary","no",110,"yes","yes","unknown","no",54
59,"management","divorced","tertiary","no",-76,"yes","yes","unknown","no",66
47,"technician","married","unknown","no",178,"yes","no","unknown","no",16
40,"blue-collar","married","primary","no",-66,"yes","no","unknown","no",42
32,"technician","married","secondary","no",0,"yes","no","unknown","no",19
34,"blue-collar","married","secondary","no",1,"yes","no","unknown","no",23
36,"blue-collar","married","secondary","no",0,"yes","no","unknown","no",19
55,"unemployed","married","tertiary","no",5345,"no","no","unknown","no",123
30,"blue-collar","divorced","secondary","no",-209,"yes","no","unknown","no",7
39,"admin.","single","secondary","no",0,"yes","no","unknown","no",28
39,"blue-collar","divorced","secondary","no",42,"yes","","unknown","no",27
50,"blue-collar","divorced","secondary","no",41,"yes","no","unknown","no",22
44,"blue-collar","married","secondary","no",-99,"yes","no","unknown","no",1
37,"technician","single","secondary","no",17,"yes","no","unknown","no",45
46,"admin.","married","primary","no",276,"yes","yes","unknown","no",76
32,"technician","single","unknown","no",-170,"no","no","unknown","no",89
37,"management","single","tertiary","no",230,"yes","yes","unknown","no",77
29,"blue-collar","married","secondary","no",9,"yes","no","unknown","no",27
41,"blue-collar","married","secondary","no",219,"yes","no","unknown","no",36
45,"blue-collar","married","primary","no",1297,"yes","no","unknown","no",89
57,"retired","divorced","secondary","no",-331,"yes","no","unknown","no",33
48,"blue-collar","single","secondary","no",44,"yes","no","unknown","no",43
60,"retired","married","secondary","yes",15,"no","no","unknown","no",69
44,"admin.","single","secondary","no",712,"yes","no","unknown","no",40
58,"","married","secondary","",5435,"yes","no","unknown","no",90
34,"admin.","married","secondary","no",507,"yes","no","unknown","no",37
55,"","divorced","secondary","no",387,"yes","no","unknown","ye",63
41,"blue-collar","married","primary","no",0,"yes","yes","unknown","no",60
50,"management","divorced","secondary","no",1716,"yes","no","unknown","no",51
34,"entrepreneur","married","secondary","no",167,"yes","yes","unknown","no",48
44,"admin.","","unknown","",40,"no","yes","unknown","no",86
44,"blue-collar","married","primary","no",148,"","no","unknown","no",42
31,"technician","married","secondary","no",17,"yes","yes","unknown","no",30
34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown","no",90
46,"management","single","unknown","",1527,"yes","no","unknown","no",97
42,"management","married","tertiary","no",744,"no","no","unknown","no",73
52,"admin.","married","secondary","no",484,"yes","no","unknown","no",26
29,"management","single","tertiary","no",0,"yes","no","unknown","no",50
53,"retired","married","primary","no",136,"yes","no","unknown","no",53
43,"blue-collar","married","secondary","no",1335,"yes","no","unknown","no",55
38,"management","married","secondary","no",517,"yes","no","unknown","no",38
46,"","married","tertiary","no",459,"yes","no","unknown","no",56
48,"management","divorced","unknown","no",549,"yes","no","unknown","no",46
30,"admin.","divorced","secondary","no",83,"yes","yes","unknown","no",53
44,"blue-collar","married","","no",213,"no","no","unknown","no",67
31,"housemaid","married","primary","no",203,"yes","no","unknown","no",35
42,"services","single","secondary","no",518,"yes","no","unknown","no",58
40,"management","single","tertiary","no",3877,"yes","no","unknown","no",72
52,"admin.","married","","no",1236,"yes","no","unknown","no",63
45,"blue-collar","divorced","secondary","no",756,"yes","no","unknown","no",40
48,"blue-collar","married","secondary","no",157,"yes","no","unknown","no",24
37,"blue-collar","married","primary","no",-66,"yes","no","unknown","no",55
34,"blue-collar","married","unknown","no",245,"yes","no","unknown","no",70
34,"","","primary","no",-144,"yes","no","unknown","no",88
46,"blue-collar","married","secondary","no",71,"yes","no","unknown","no",35
49,"services","divorced","secondary","no",505,"yes","no","unknown","no",22
50,"technician","married","primary","no",249,"","no","unknown","no",36
34,"admin.","single","secondary","no",0,"yes","no","unknown","no",30
40,"unemployed","single","secondary","no",11,"yes","no","unknown","no",66
36,"admin.","","secondary","no",639,"yes","no","unknown","no",16
59,"blue-collar","divorced","unknown","no",124,"yes","no","unknown","no",32
45,"blue-collar","married","secondary","no",82,"yes","no","unknown","no",10
36,"self-employe","married","tertiary","no",107,"yes","no","unknown","no",42
56,"services","married","secondary","no",473,"yes","no","unknown","no",32
42,"services","divorced","secondary","no",372,"yes","yes","unknown","no",53
30,"","married","secondary","no",46,"yes","no","unknown","no",55
30,"student","single","tertiary","no",34,"yes","no","unknown","no",102
47,"self-employe","married","unknown","no",935,"yes","no","unknown","no",75
33,"blue-collar","married","secondary","",-10,"yes","no","unknown","no",8
36,"admin.","married","secondary","no",-106,"yes","no","unknown","no",37
39,"services","divorced","primary","no",471,"yes","no","unknown","no",54
56,"admin.","divorced","secondary","no",778,"yes","no","unknown","no",30
39,"blue-collar","divorced","unknown","no",170,"yes","no","unknown","no",43
42,"technician","married","secondary","no",315,"yes","no","unknown","no",30
52,"blue-collar","married","secondary","no",3165,"no","no","unknown","no",67
36,"admin.","divorced","secondary","no",131,"yes","no","unknown","no",23
35,"","married","secondary","yes",204,"yes","no","unknown","no",60
47,"technician","married","secondary","no",83,"yes","no","unknown","no",33
59,"services","divorced","secondary","no",0,"yes","yes","unknown","no",32
57,"blue-collar","married","primary","",5431,"yes","yes","unknown","no",96
38,"management","married","unknown","no",1759,"yes","no","unknown","no",65
46,"","married","secondary","no",-125,"yes","no","unknown","no",40
31,"blue-collar","married","secondary","no",0,"no","no","unknown","no",46
28,"services","single","secondary","no",5090,"yes","no","unknown","ye",101
38,"technician","married","unknown","no",573,"yes","no","unknown","no",35
56,"blue-collar","married","secondary","no",1602,"","no","unknown","no",46
41,"blue-collar","single","primary","yes",-137,"yes","yes","unknown","no",108
52,"technician","married","unknown","no",0,"no","no","unknown","no",82
30,"services","married","secondary","no",193,"no","no","unknown","no",42
61,"retired","married","secondary","no",195,"yes","yes","unknown","no",50
53,"entrepreneur","married","secondary","no",288,"no","no","unknown","no",38
34,"technician","married","secondary","no",19,"yes","no","unknown","no",17
53,"blue-collar","married","primary","no",25,"yes","no","unknown","no",40
46,"services","married","secondary","no",216,"yes","no","unknown","no",3
39,"blue-collar","divorced","primary","no",190,"yes","yes","unknown","no",65
56,"technician","divorced","secondary","no",99,"yes","no","unknown","no",22
55,"services","divorced","primary","no",2298,"yes","no","unknown","no",73
44,"","married","tertiary","no",17,"yes","no","unknown","no",57
37,"technician","married","primary","no",0,"yes","no","unknown","no",34
42,"blue-collar","married","primary","",0,"yes","no","unknown","no",37
55,"","married","secondary","no",840,"yes","no","unknown","no",43
37,"services","married","secondary","no",358,"yes","no","unknown","no",17
30,"technician","single","secondary","",0,"yes","no","unknown","no",45
37,"blue-collar","married","primary","no",-325,"yes","yes","unknown","no",57
36,"technician","single","secondary","no",-15,"yes","no","unknown","no",27
38,"technician","","secondary","no",581,"yes","no","unknown","no",25
41,"admin.","divorced","primary","",4070,"yes","","unknown","no",56
48,"retired","married","secondary","no",74,"no","yes","unknown","no",69
55,"services","divorced","secondary","no",141,"yes","no","unknown","no",23
28,"","divorced","secondary","no",89,"no","no","unknown","no",59
54,"services","married","secondary","yes",0,"yes","no","unknown","no",47
34,"blue-collar","married","secondary","no",450,"no","no","unknown","no",61
48,"technician","married","tertiary","no",310,"no","no","unknown","no",71
31,"self-employe","married","secondary","no",0,"","no","unknown","no",25
29,"blue-collar","married","secondary","no",384,"yes","no","unknown","no",0
37,"blue-collar","married","secondary","no",395,"yes","no","unknown","no",42
37,"services","single","unknown","no",-118,"yes","no","unknown","no",68
56,"blue-collar","","primary","no",5,"yes","yes","unknown","no",60
51,"blue-collar","married","secondary","no",50,"yes","yes","unknown","no",49
39,"","married","secondary","no",285,"yes","yes","unknown","no",60
